Pedido,Data Pedido,Data Saída,Previsão Entrega,Data Entrega,Comprador,Materia Prima,Quantidade,Desconto (%),Fornecedor
5907,12/5/2020,12/6/2020,12/26/2020,12/29/2020,1,1,17,0,3
5908,12/5/2020,12/14/2020,1/7/2021,1/7/2021,1,9,165,0,1
5909,12/5/2020,12/14/2020,12/28/2020,12/28/2020,1,4,403,0,2
5910,12/6/2020,12/14/2020,12/15/2020,12/18/2020,4,6,228,0,3
5911,12/6/2020,12/14/2020,12/18/2020,12/20/2020,4,5,161,0,2
5912,12/6/2020,12/6/2020,12/18/2020,12/20/2020,4,7,453,0,4
5913,12/6/2020,12/13/2020,12/22/2020,12/26/2020,1,2,135,0,2
5914,12/6/2020,12/8/2020,12/23/2020,12/27/2020,1,9,183,0,2
5915,12/6/2020,12/14/2020,12/27/2020,12/30/2020,1,10,227,0,2
5916,12/6/2020,12/6/2020,12/26/2020,12/30/2020,1,5,21,0,2
5917,12/6/2020,12/15/2020,1/9/2021,1/10/2021,1,9,45,0,3
5918,12/6/2020,12/14/2020,12/29/2020,12/31/2020,1,5,359,0,2
5919,12/6/2020,12/9/2020,12/29/2020,12/29/2020,1,7,55,0,2
5920,12/7/2020,12/11/2020,12/18/2020,12/24/2020,4,10,145,0,5
5921,12/7/2020,12/19/2020,12/19/2020,12/22/2020,4,7,367,0,1
5922,12/7/2020,12/9/2020,12/19/2020,12/22/2020,4,10,251,0,4
5923,12/7/2020,12/11/2020,12/28/2020,12/29/2020,1,11,39,0,2
5924,12/7/2020,12/18/2020,12/24/2020,12/28/2020,1,5,247,0,1
5925,12/7/2020,12/9/2020,1/8/2021,1/10/2021,1,6,344,0,2
5926,12/7/2020,12/7/2020,12/31/2020,1/2/2021,1,5,118,0,5
5927,12/8/2020,12/15/2020,1/6/2021,1/11/2021,1,9,274,0,2
5928,12/8/2020,12/16/2020,12/19/2020,12/20/2020,4,1,83,33,3
5929,12/8/2020,12/8/2020,12/14/2020,12/18/2020,4,11,236,0,2
5930,12/8/2020,12/8/2020,12/15/2020,12/19/2020,4,4,34,26,2
5931,12/8/2020,12/15/2020,12/18/2020,12/21/2020,4,5,14,0,2
5932,12/8/2020,12/15/2020,12/15/2020,12/16/2020,4,8,30,0,3
5933,12/8/2020,12/9/2020,12/26/2020,12/30/2020,1,1,25,0,4
5934,12/8/2020,12/12/2020,12/26/2020,12/27/2020,1,11,395,0,4
5935,12/8/2020,12/8/2020,12/24/2020,12/24/2020,2,11,216,0,2
5936,12/8/2020,12/19/2020,1/11/2021,1/10/2021,1,5,634,0,1
5937,12/8/2020,12/10/2020,12/30/2020,1/1/2021,1,10,195,0,4
5938,12/9/2020,12/10/2020,12/19/2020,12/22/2020,4,1,67,0,4
5939,12/9/2020,12/10/2020,12/17/2020,12/16/2020,4,1,161,0,3
5940,12/9/2020,12/18/2020,12/20/2020,12/26/2020,4,4,339,0,2
5941,12/9/2020,12/9/2020,12/28/2020,12/31/2020,1,5,175,0,2
5942,12/9/2020,12/10/2020,12/28/2020,12/31/2020,1,6,29,0,4
5943,12/9/2020,12/12/2020,12/27/2020,12/30/2020,1,1,480,0,3
5944,12/9/2020,12/17/2020,12/26/2020,12/31/2020,1,11,421,0,2
5945,12/9/2020,12/19/2020,12/28/2020,12/29/2020,1,7,259,0,1
5946,12/9/2020,12/14/2020,1/11/2021,1/11/2021,1,11,10,0,4
5947,12/9/2020,12/12/2020,1/1/2021,1/2/2021,1,2,43,0,1
5948,12/10/2020,12/11/2020,12/17/2020,12/22/2020,4,10,172,0,3
5949,12/10/2020,12/19/2020,12/20/2020,12/28/2020,4,9,60,0,3
5950,12/10/2020,12/11/2020,12/15/2020,12/19/2020,4,5,24,0,3
5951,12/10/2020,12/11/2020,12/17/2020,12/19/2020,4,8,279,0,3
5952,12/10/2020,12/12/2020,12/29/2020,12/31/2020,1,8,231,0,2
5953,12/10/2020,12/17/2020,1/10/2021,1/13/2021,1,9,252,0,2
5954,12/10/2020,12/12/2020,1/9/2021,1/13/2021,1,11,161,0,5
5955,12/11/2020,12/21/2020,12/22/2020,12/27/2020,4,11,345,0,3
5956,12/11/2020,12/15/2020,1/11/2021,1/10/2021,1,1,226,0,1
5957,12/11/2020,12/20/2020,12/24/2020,12/26/2020,4,7,317,0,2
5958,12/11/2020,12/20/2020,12/23/2020,12/28/2020,4,9,61,0,2
5959,12/11/2020,12/13/2020,12/20/2020,12/19/2020,4,7,122,26,4
5960,12/11/2020,12/16/2020,12/17/2020,12/18/2020,4,11,284,0,1
5961,12/11/2020,12/16/2020,1/1/2021,12/31/2020,1,5,24,0,2
5962,12/11/2020,12/11/2020,12/29/2020,1/3/2021,1,7,394,0,2
5963,12/11/2020,12/13/2020,12/30/2020,12/31/2020,1,7,56,0,5
5964,12/11/2020,12/11/2020,12/30/2020,12/31/2020,1,6,14,0,2
5965,12/11/2020,12/11/2020,1/1/2021,1/1/2021,1,7,6,0,2
5966,12/11/2020,12/20/2020,1/10/2021,1/13/2021,1,11,56,0,3
5967,12/11/2020,12/16/2020,1/2/2021,1/2/2021,1,9,10,0,4
5968,12/11/2020,12/22/2020,1/3/2021,1/5/2021,1,8,323,0,1
5969,12/12/2020,12/21/2020,12/23/2020,12/29/2020,4,1,130,0,2
5970,12/12/2020,12/21/2020,12/24/2020,12/28/2020,4,5,71,0,2
5971,12/12/2020,12/13/2020,12/18/2020,12/21/2020,4,9,124,0,3
5972,12/12/2020,12/20/2020,12/24/2020,12/28/2020,4,4,106,0,2
5973,12/12/2020,12/19/2020,1/1/2021,1/4/2021,1,4,152,0,2
5974,12/12/2020,12/21/2020,1/2/2021,1/2/2021,1,10,320,0,3
5975,12/12/2020,12/13/2020,1/1/2021,12/31/2020,1,11,87,0,3
5976,12/12/2020,12/12/2020,1/7/2021,1/9/2021,1,9,7,0,2
5977,12/12/2020,12/26/2020,1/3/2021,1/5/2021,1,5,12,0,1
5978,12/13/2020,12/17/2020,12/21/2020,12/21/2020,4,7,575,0,4
5979,12/13/2020,12/16/2020,12/21/2020,12/23/2020,4,7,124,0,1
5980,12/13/2020,12/13/2020,1/3/2021,1/4/2021,1,5,155,0,5
5981,12/13/2020,12/23/2020,1/10/2021,1/13/2021,1,1,288,0,1
5982,12/13/2020,12/21/2020,1/14/2021,1/16/2021,1,1,194,0,1
5983,12/13/2020,12/14/2020,1/3/2021,1/5/2021,1,5,139,20,3
5984,12/14/2020,12/17/2020,1/11/2021,1/13/2021,1,7,46,0,1
5985,12/14/2020,12/22/2020,1/15/2021,1/13/2021,1,5,33,0,2
5986,12/14/2020,12/16/2020,1/17/2021,1/18/2021,1,1,174,0,2
5987,12/14/2020,12/18/2020,12/21/2020,12/22/2020,4,1,368,0,1
5988,12/14/2020,12/14/2020,12/23/2020,12/23/2020,4,6,263,0,2
5989,12/14/2020,12/14/2020,12/19/2020,12/21/2020,4,11,378,0,2
5990,12/14/2020,12/14/2020,12/23/2020,12/31/2020,4,11,163,0,4
5991,12/14/2020,12/14/2020,1/2/2021,1/4/2021,1,7,274,0,5
5992,12/14/2020,12/15/2020,1/2/2021,1/6/2021,1,7,1,0,4
5993,12/14/2020,12/22/2020,1/1/2021,1/4/2021,1,10,130,0,2
5994,12/14/2020,12/20/2020,1/15/2021,1/15/2021,1,5,99,0,2
5995,12/14/2020,12/14/2020,1/14/2021,1/17/2021,1,6,141,0,2
5996,12/15/2020,12/16/2020,12/22/2020,12/26/2020,4,4,137,0,3
5997,12/15/2020,12/17/2020,12/22/2020,12/23/2020,4,7,33,0,2
5998,12/15/2020,12/23/2020,12/24/2020,12/27/2020,4,2,3,0,3
5999,12/15/2020,12/15/2020,12/23/2020,12/24/2020,4,9,67,0,2
6000,12/15/2020,12/15/2020,12/23/2020,12/25/2020,4,7,71,0,2
6001,12/15/2020,12/17/2020,12/21/2020,12/23/2020,4,7,114,0,5
6002,12/15/2020,12/24/2020,1/3/2021,1/2/2021,1,11,242,0,2
6003,12/15/2020,12/16/2020,1/5/2021,1/8/2021,1,9,503,0,3
6004,12/15/2020,12/17/2020,1/1/2021,1/3/2021,1,9,182,0,2
6005,12/15/2020,12/15/2020,1/16/2021,1/18/2021,1,1,324,34,4
6006,12/15/2020,12/20/2020,1/6/2021,1/8/2021,1,4,183,0,3
6007,12/15/2020,12/15/2020,1/9/2021,1/8/2021,1,7,421,0,2
6008,12/16/2020,12/21/2020,12/23/2020,12/27/2020,4,7,56,0,1
6009,12/16/2020,12/17/2020,12/23/2020,12/18/2020,4,9,241,0,3
6010,12/16/2020,12/18/2020,12/23/2020,12/26/2020,4,11,237,0,2
6011,12/16/2020,12/18/2020,1/14/2021,1/15/2021,1,5,70,0,3
6012,12/16/2020,12/19/2020,1/19/2021,1/21/2021,1,1,158,0,3
6013,12/16/2020,12/16/2020,12/22/2020,12/25/2020,4,5,70,0,2
6014,12/16/2020,12/25/2020,12/26/2020,12/29/2020,4,7,5,0,3
6015,12/16/2020,12/18/2020,12/25/2020,12/26/2020,4,7,22,0,4
6016,12/16/2020,12/25/2020,1/5/2021,1/7/2021,1,8,145,0,3
6017,12/16/2020,12/25/2020,1/5/2021,1/6/2021,1,10,27,0,2
6018,12/16/2020,12/20/2020,1/3/2021,1/6/2021,1,5,495,0,3
6019,12/16/2020,12/16/2020,1/9/2021,1/9/2021,1,7,25,0,2
6020,12/17/2020,12/18/2020,1/16/2021,1/18/2021,1,1,164,0,3
6021,12/17/2020,12/26/2020,1/19/2021,1/21/2021,1,9,530,0,2
6022,12/17/2020,12/17/2020,12/24/2020,12/28/2020,4,10,169,0,2
6023,12/17/2020,12/21/2020,12/23/2020,12/27/2020,4,11,100,0,3
6024,12/17/2020,12/24/2020,12/26/2020,12/25/2020,4,6,152,0,1
6025,12/17/2020,12/17/2020,1/7/2021,1/7/2021,1,6,25,0,2
6026,12/17/2020,12/19/2020,1/18/2021,1/21/2021,1,1,610,0,4
6027,12/17/2020,12/20/2020,1/10/2021,1/9/2021,1,9,69,0,4
6028,12/18/2020,12/18/2020,1/18/2021,1/21/2021,1,5,69,0,2
6029,12/18/2020,12/19/2020,12/27/2020,12/26/2020,4,10,226,0,1
6030,12/18/2020,12/27/2020,12/30/2020,12/31/2020,4,11,16,0,3
6031,12/18/2020,12/18/2020,1/6/2021,1/9/2021,1,11,233,0,2
6032,12/18/2020,12/19/2020,1/3/2021,1/5/2021,1,5,226,0,3
6033,12/18/2020,12/18/2020,1/5/2021,1/8/2021,1,7,414,0,5
6034,12/18/2020,12/19/2020,1/8/2021,1/8/2021,1,8,125,0,3
6035,12/18/2020,12/19/2020,1/7/2021,1/10/2021,1,7,204,0,3
6036,12/18/2020,12/25/2020,1/4/2021,1/3/2021,1,6,298,0,2
6037,12/18/2020,12/18/2020,1/7/2021,1/9/2021,1,8,109,0,2
6038,12/18/2020,12/26/2020,1/19/2021,1/21/2021,1,11,139,0,2
6039,12/18/2020,12/19/2020,1/9/2021,1/13/2021,1,10,22,0,3
6040,12/19/2020,12/20/2020,12/26/2020,12/27/2020,4,6,132,0,3
6041,12/19/2020,12/19/2020,12/26/2020,12/26/2020,4,7,484,14,2
6042,12/19/2020,12/25/2020,12/26/2020,12/28/2020,4,5,349,0,2
6043,12/19/2020,12/19/2020,1/7/2021,1/9/2021,1,5,390,0,2
6044,12/19/2020,12/26/2020,1/8/2021,1/9/2021,1,9,219,0,5
6045,12/19/2020,12/31/2020,1/19/2021,1/23/2021,1,9,592,26,1
6046,12/19/2020,12/19/2020,1/18/2021,1/18/2021,1,10,152,0,2
6047,12/19/2020,12/19/2020,1/19/2021,1/21/2021,1,5,422,0,4
6048,12/19/2020,12/21/2020,1/11/2021,1/13/2021,1,7,182,0,2
6049,12/20/2020,12/29/2020,1/20/2021,1/22/2021,1,5,71,0,2
6050,12/20/2020,12/23/2020,12/27/2020,12/31/2020,4,1,123,0,1
6051,12/20/2020,12/28/2020,1/8/2021,1/11/2021,1,7,202,0,2
6052,12/20/2020,12/26/2020,1/10/2021,1/11/2021,1,11,175,0,3
6053,12/20/2020,12/20/2020,1/20/2021,1/21/2021,1,7,2,0,4
6054,12/20/2020,12/31/2020,1/12/2021,1/15/2021,1,9,84,0,1
6055,12/21/2020,12/22/2020,12/28/2020,12/28/2020,4,5,70,0,3
6056,12/21/2020,12/23/2020,12/28/2020,12/29/2020,4,6,191,0,2
6057,12/21/2020,12/29/2020,12/31/2020,1/1/2021,4,1,501,0,2
6058,12/21/2020,12/29/2020,12/30/2020,1/1/2021,4,5,59,0,3
6059,12/21/2020,12/29/2020,1/1/2021,1/4/2021,4,11,623,0,2
6060,12/21/2020,12/22/2020,12/26/2020,12/31/2020,4,4,35,0,3
6061,12/21/2020,12/28/2020,12/28/2020,12/30/2020,4,10,54,0,1
6062,12/21/2020,12/30/2020,1/9/2021,1/12/2021,1,1,66,0,3
6063,12/21/2020,12/29/2020,1/11/2021,1/13/2021,1,6,95,0,3
6064,12/21/2020,12/25/2020,1/11/2021,1/15/2021,1,5,565,0,2
6065,12/22/2020,1/3/2021,1/3/2021,1/7/2021,4,5,23,0,1
6066,12/22/2020,12/22/2020,12/29/2020,1/1/2021,4,5,161,0,2
6067,12/22/2020,12/27/2020,12/30/2020,12/30/2020,4,1,83,0,1
6068,12/22/2020,12/23/2020,12/30/2020,12/31/2020,4,7,138,0,3
6069,12/22/2020,12/22/2020,12/29/2020,12/30/2020,4,6,64,0,2
6070,12/22/2020,12/22/2020,1/12/2021,1/12/2021,1,11,17,0,4
6071,12/22/2020,12/22/2020,1/10/2021,1/12/2021,1,5,35,0,2
6072,12/22/2020,1/1/2021,1/5/2021,1/6/2021,1,11,34,0,1
6073,12/22/2020,12/22/2020,1/25/2021,1/25/2021,1,11,48,0,2
6074,12/22/2020,12/31/2020,1/14/2021,1/14/2021,1,8,47,0,3
6075,12/23/2020,12/29/2020,1/1/2021,1/5/2021,4,9,106,0,4
6076,12/23/2020,12/29/2020,12/31/2020,1/1/2021,4,9,15,0,2
6077,12/23/2020,12/23/2020,12/28/2020,12/31/2020,4,11,51,0,2
6078,12/23/2020,12/26/2020,12/30/2020,12/30/2020,4,5,65,0,1
6079,12/23/2020,12/28/2020,1/13/2021,1/15/2021,1,6,36,0,1
6080,12/23/2020,1/1/2021,1/9/2021,1/13/2021,1,8,87,0,3
6081,12/23/2020,12/24/2020,1/10/2021,1/13/2021,1,10,61,0,3
6082,12/23/2020,12/23/2020,1/24/2021,1/24/2021,1,5,493,0,2
6083,12/23/2020,1/1/2021,1/25/2021,1/26/2021,1,11,238,0,3
6084,12/23/2020,12/28/2020,1/16/2021,1/20/2021,1,4,353,0,2
6085,12/24/2020,12/29/2020,12/31/2020,1/3/2021,4,7,36,0,2
6086,12/24/2020,1/2/2021,1/21/2021,1/23/2021,1,9,274,31,3
6087,12/24/2020,12/24/2020,1/22/2021,1/26/2021,1,9,40,0,4
6088,12/24/2020,12/24/2020,1/24/2021,1/25/2021,1,11,47,0,2
6089,12/24/2020,12/24/2020,1/24/2021,1/29/2021,1,9,458,12,2
6090,12/24/2020,1/5/2021,1/5/2021,1/7/2021,4,7,103,0,1
6091,12/24/2020,12/31/2020,1/4/2021,1/11/2021,4,11,141,0,2
6092,12/24/2020,1/2/2021,1/15/2021,1/15/2021,1,11,127,0,2
6093,12/24/2020,1/3/2021,1/14/2021,1/15/2021,1,3,182,0,3
6094,12/24/2020,12/31/2020,1/11/2021,1/12/2021,1,9,14,0,2
6095,12/24/2020,12/24/2020,1/14/2021,1/18/2021,1,6,433,0,2
6096,12/24/2020,1/1/2021,1/24/2021,1/28/2021,1,1,122,0,2
6097,12/25/2020,1/2/2021,1/3/2021,1/7/2021,4,5,104,0,3
6098,12/25/2020,1/3/2021,1/3/2021,1/6/2021,4,11,331,0,3
6099,12/25/2020,12/26/2020,12/30/2020,1/4/2021,4,5,65,0,3
6100,12/25/2020,12/25/2020,1/2/2021,1/3/2021,4,6,83,0,5
6101,12/25/2020,12/26/2020,1/12/2021,1/14/2021,1,7,268,0,3
6102,12/25/2020,12/30/2020,1/13/2021,1/17/2021,1,5,56,0,2
6103,12/25/2020,1/2/2021,1/25/2021,1/27/2021,1,11,131,0,2
6104,12/25/2020,12/27/2020,1/15/2021,1/18/2021,1,7,439,0,2
6105,12/26/2020,12/27/2020,1/2/2021,1/1/2021,4,5,392,0,3
6106,12/26/2020,1/5/2021,1/6/2021,1/11/2021,4,5,144,0,3
6107,12/26/2020,1/3/2021,1/5/2021,1/12/2021,4,5,329,0,3
6108,12/26/2020,1/1/2021,1/2/2021,1/5/2021,4,11,171,0,2
6109,12/26/2020,12/26/2020,1/2/2021,1/2/2021,4,10,49,0,2
6110,12/26/2020,12/26/2020,1/15/2021,1/17/2021,1,7,327,0,2
6111,12/26/2020,12/31/2020,1/11/2021,1/16/2021,1,5,209,0,3
6112,12/26/2020,1/2/2021,1/14/2021,1/17/2021,1,10,13,0,2
6113,12/26/2020,12/28/2020,1/13/2021,1/15/2021,1,8,21,0,4
6114,12/26/2020,1/5/2021,1/29/2021,1/29/2021,1,1,35,0,3
6115,12/26/2020,1/5/2021,1/18/2021,1/18/2021,1,11,5,14,3
6116,12/26/2020,12/26/2020,1/19/2021,1/19/2021,1,1,254,0,2
6117,12/27/2020,12/28/2020,1/3/2021,1/7/2021,4,5,97,12,3
6118,12/27/2020,12/27/2020,1/28/2021,1/31/2021,1,1,57,0,2
6119,12/27/2020,12/27/2020,1/5/2021,1/7/2021,4,5,59,0,4
6120,12/27/2020,12/30/2020,1/3/2021,1/4/2021,4,10,319,0,3
6121,12/27/2020,12/28/2020,1/5/2021,1/5/2021,4,1,90,18,3
6122,12/27/2020,12/28/2020,1/5/2021,1/8/2021,4,1,118,0,4
6123,12/27/2020,12/28/2020,1/17/2021,1/17/2021,1,5,330,0,5
6124,12/27/2020,12/28/2020,1/14/2021,1/19/2021,1,5,393,0,3
6125,12/27/2020,1/2/2021,1/15/2021,1/20/2021,1,10,76,0,3
6126,12/27/2020,1/5/2021,1/19/2021,1/21/2021,1,6,66,0,2
6127,12/28/2020,1/2/2021,1/4/2021,1/6/2021,4,5,107,0,1
6128,12/28/2020,1/8/2021,1/8/2021,1/10/2021,4,1,182,0,1
6129,12/28/2020,12/28/2020,1/27/2021,1/28/2021,1,9,338,0,2
6130,12/28/2020,12/29/2020,1/27/2021,1/29/2021,1,1,130,0,3
6131,12/28/2020,1/6/2021,1/10/2021,1/14/2021,4,7,291,0,2
6132,12/28/2020,12/29/2020,1/4/2021,1/4/2021,4,10,246,0,3
6133,12/28/2020,1/2/2021,1/18/2021,1/19/2021,1,10,242,0,3
6134,12/28/2020,12/29/2020,1/28/2021,1/29/2021,1,11,148,0,3
6135,12/28/2020,12/28/2020,1/30/2021,2/1/2021,1,1,1,0,4
6136,12/28/2020,1/5/2021,1/22/2021,1/21/2021,1,11,470,0,2
6137,12/29/2020,1/8/2021,1/10/2021,1/9/2021,4,4,506,0,3
6138,12/29/2020,1/2/2021,1/7/2021,1/13/2021,4,1,258,0,4
6139,12/29/2020,12/29/2020,1/4/2021,1/8/2021,4,9,388,0,4
6140,12/29/2020,1/8/2021,1/8/2021,1/12/2021,4,5,102,0,1
6141,12/29/2020,1/9/2021,1/19/2021,1/20/2021,1,7,8,0,1
6142,12/29/2020,1/5/2021,1/31/2021,1/31/2021,1,7,39,0,2
6143,12/29/2020,12/29/2020,1/29/2021,2/2/2021,1,11,205,0,2
6144,12/30/2020,12/31/2020,1/28/2021,2/2/2021,1,8,176,0,3
6145,12/30/2020,1/2/2021,2/2/2021,2/1/2021,1,5,38,0,3
6146,12/30/2020,12/31/2020,1/5/2021,1/8/2021,4,7,4,0,3
6147,12/30/2020,1/6/2021,1/8/2021,1/6/2021,4,7,474,0,1
6148,12/30/2020,1/6/2021,1/20/2021,1/19/2021,1,11,238,0,2
6149,12/30/2020,12/30/2020,1/18/2021,1/21/2021,1,6,36,0,4
6150,12/30/2020,12/30/2020,1/18/2021,1/21/2021,1,5,240,0,2
6151,12/30/2020,1/3/2021,1/21/2021,1/22/2021,1,8,22,0,4
6152,12/30/2020,1/7/2021,1/20/2021,1/22/2021,1,7,37,0,3
6153,12/31/2020,12/31/2020,1/7/2021,1/7/2021,4,11,45,0,2
6154,12/31/2020,12/31/2020,1/7/2021,1/6/2021,4,5,34,0,2
6155,12/31/2020,1/8/2021,1/31/2021,2/2/2021,1,8,144,0,3
6156,12/31/2020,1/10/2021,1/12/2021,1/17/2021,4,8,140,0,3
6157,12/31/2020,12/31/2020,1/20/2021,1/21/2021,1,10,135,0,4
6158,12/31/2020,1/9/2021,1/21/2021,1/23/2021,1,11,567,0,3
6159,12/31/2020,1/9/2021,1/15/2021,1/16/2021,1,11,72,0,3
6160,12/31/2020,1/1/2021,1/17/2021,1/17/2021,1,4,243,0,3
6161,12/31/2020,1/8/2021,1/30/2021,1/31/2021,1,5,43,0,2
6162,12/31/2020,1/8/2021,1/31/2021,2/2/2021,1,5,57,0,2
6163,12/31/2020,12/31/2020,1/24/2021,1/25/2021,1,9,549,0,4
6164,1/1/2021,1/7/2021,2/1/2021,2/3/2021,1,11,6,0,2
6165,1/1/2021,1/2/2021,1/8/2021,1/10/2021,4,5,11,0,3
6166,1/1/2021,1/3/2021,1/8/2021,1/7/2021,4,9,90,0,2
6167,1/1/2021,1/1/2021,1/20/2021,1/21/2021,1,7,162,0,2
6168,1/1/2021,1/8/2021,1/20/2021,1/23/2021,1,11,290,0,1
6169,1/1/2021,1/11/2021,1/15/2021,1/16/2021,1,9,79,0,3
6170,1/1/2021,1/1/2021,2/1/2021,2/3/2021,1,10,234,0,2
6171,1/1/2021,1/9/2021,1/26/2021,1/25/2021,1,5,25,0,2
6172,1/2/2021,1/10/2021,1/13/2021,1/17/2021,4,5,332,0,2
6173,1/2/2021,1/3/2021,1/8/2021,1/11/2021,4,9,574,0,4
6174,1/2/2021,1/3/2021,1/23/2021,1/25/2021,1,11,417,0,3
6175,1/2/2021,1/3/2021,1/21/2021,1/22/2021,1,10,145,0,3
6176,1/2/2021,1/17/2021,2/3/2021,2/3/2021,1,7,138,0,1
6177,1/2/2021,1/3/2021,1/27/2021,1/26/2021,1,8,223,0,3
6178,1/3/2021,1/3/2021,2/1/2021,2/6/2021,1,6,346,0,2
6179,1/3/2021,1/13/2021,2/4/2021,2/5/2021,1,2,99,0,3
6180,1/3/2021,1/3/2021,1/10/2021,1/10/2021,4,7,447,0,2
6181,1/3/2021,1/11/2021,1/14/2021,1/17/2021,4,7,231,0,3
6182,1/3/2021,1/3/2021,1/11/2021,1/13/2021,4,8,274,0,2
6183,1/3/2021,1/3/2021,1/10/2021,1/10/2021,4,7,247,0,4
6184,1/3/2021,1/9/2021,1/23/2021,1/23/2021,1,9,458,0,3
6185,1/3/2021,1/3/2021,1/16/2021,1/19/2021,1,1,83,0,2
6186,1/3/2021,1/6/2021,1/22/2021,1/25/2021,1,6,415,0,1
6187,1/3/2021,1/3/2021,1/25/2021,1/24/2021,1,5,440,23,2
6188,1/3/2021,1/3/2021,1/20/2021,1/20/2021,1,9,6,0,4
6189,1/3/2021,1/4/2021,1/25/2021,1/27/2021,1,6,354,0,3
6190,1/3/2021,1/9/2021,2/4/2021,2/5/2021,1,9,78,0,2
6191,1/3/2021,1/12/2021,1/26/2021,1/26/2021,1,5,35,0,2
6192,1/4/2021,1/5/2021,1/11/2021,1/14/2021,4,4,257,0,2
6193,1/4/2021,1/5/2021,2/7/2021,2/6/2021,1,9,165,0,3
6194,1/4/2021,1/12/2021,1/12/2021,1/15/2021,4,6,10,0,1
6195,1/4/2021,1/5/2021,1/15/2021,1/16/2021,4,5,279,0,4
6196,1/4/2021,1/13/2021,1/16/2021,1/17/2021,4,1,104,0,3
6197,1/4/2021,1/5/2021,1/23/2021,1/28/2021,1,9,306,0,3
6198,1/4/2021,1/4/2021,1/28/2021,1/28/2021,1,9,88,0,2
6199,1/5/2021,1/5/2021,1/12/2021,1/13/2021,4,11,39,0,4
6200,1/5/2021,1/7/2021,1/10/2021,1/13/2021,4,5,57,0,2
6201,1/5/2021,1/9/2021,1/12/2021,1/14/2021,4,5,22,0,1
6202,1/5/2021,1/5/2021,1/12/2021,1/15/2021,4,7,88,0,4
6203,1/5/2021,1/14/2021,1/25/2021,1/28/2021,1,11,105,0,3
6204,1/5/2021,1/14/2021,1/25/2021,1/29/2021,1,7,226,0,3
6205,1/5/2021,1/5/2021,1/21/2021,1/23/2021,1,6,175,0,2
6206,1/5/2021,1/5/2021,2/4/2021,2/6/2021,1,8,388,0,5
6207,1/5/2021,1/9/2021,1/27/2021,1/28/2021,1,5,152,0,1
6208,1/6/2021,1/7/2021,1/18/2021,1/21/2021,4,6,419,0,4
6209,1/6/2021,1/6/2021,1/14/2021,1/16/2021,4,1,236,40,4
6210,1/6/2021,1/6/2021,1/11/2021,1/13/2021,4,5,48,0,2
6211,1/6/2021,1/8/2021,1/14/2021,1/14/2021,4,7,630,0,2
6212,1/6/2021,1/16/2021,1/17/2021,1/19/2021,4,5,332,0,3
6213,1/6/2021,1/7/2021,1/24/2021,1/28/2021,1,5,141,0,3
6214,1/6/2021,1/13/2021,1/20/2021,1/23/2021,1,2,433,0,2
6215,1/6/2021,1/15/2021,2/6/2021,2/7/2021,1,11,264,0,2
6216,1/6/2021,1/12/2021,2/7/2021,2/9/2021,1,9,142,0,1
6217,1/6/2021,1/7/2021,2/6/2021,2/8/2021,1,5,207,0,3
6218,1/6/2021,1/6/2021,2/7/2021,2/8/2021,1,4,590,0,5
6219,1/7/2021,1/8/2021,1/14/2021,1/15/2021,4,6,192,0,3
6220,1/7/2021,1/14/2021,1/14/2021,1/16/2021,4,8,30,0,1
6221,1/7/2021,1/15/2021,1/17/2021,1/22/2021,4,1,126,0,2
6222,1/7/2021,1/8/2021,1/14/2021,1/16/2021,4,2,69,0,3
6223,1/7/2021,1/8/2021,1/14/2021,1/15/2021,4,9,266,0,3
6224,1/7/2021,1/12/2021,1/28/2021,1/29/2021,1,7,182,0,2
6225,1/7/2021,1/16/2021,1/24/2021,1/26/2021,1,8,573,0,1
6226,1/7/2021,1/7/2021,1/29/2021,1/29/2021,1,7,27,0,4
6227,1/7/2021,1/20/2021,2/8/2021,2/9/2021,1,5,123,0,1
6228,1/7/2021,1/12/2021,2/7/2021,2/9/2021,1,9,95,0,1
6229,1/7/2021,1/7/2021,1/29/2021,2/1/2021,1,6,23,0,4
6230,1/8/2021,1/9/2021,1/15/2021,1/16/2021,4,1,174,0,3
6231,1/8/2021,1/10/2021,1/15/2021,1/13/2021,4,7,42,0,2
6232,1/8/2021,1/9/2021,1/15/2021,1/14/2021,4,1,161,0,3
6233,1/8/2021,1/15/2021,1/18/2021,1/19/2021,4,8,69,0,2
6234,1/8/2021,1/18/2021,1/19/2021,1/22/2021,4,8,273,0,3
6235,1/8/2021,1/8/2021,1/27/2021,1/28/2021,1,5,25,0,2
6236,1/8/2021,1/12/2021,1/27/2021,1/27/2021,1,5,77,0,1
6237,1/8/2021,1/13/2021,1/28/2021,1/28/2021,1,8,485,0,2
6238,1/8/2021,1/8/2021,1/27/2021,1/28/2021,1,11,105,0,2
6239,1/8/2021,1/8/2021,1/31/2021,1/29/2021,1,8,217,0,4
6240,1/9/2021,1/15/2021,1/16/2021,1/18/2021,4,11,206,0,1
6241,1/9/2021,1/18/2021,1/20/2021,1/23/2021,4,7,5,0,3
6242,1/9/2021,1/18/2021,1/20/2021,1/23/2021,4,1,13,0,3
6243,1/9/2021,1/20/2021,1/20/2021,1/25/2021,4,11,255,0,1
6244,1/9/2021,1/10/2021,1/30/2021,1/31/2021,1,6,35,0,3
6245,1/9/2021,1/25/2021,1/29/2021,1/28/2021,1,1,98,0,1
